age,workclass,educational-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,capital_diff
20,Private,10,Never-married,Adm-clerical,Own-child,White,Male,26,United-States,0,0
45,Private,7,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,0,0
27,Private,11,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,0,0
36,Private,3,Married-spouse-absent,Craft-repair,Other-relative,White,Male,40,Mexico,0,0
30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Other,0,0
36,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1,0
25,Private,9,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Male,40,Mexico,0,0
30,unknown,10,Never-married,unknown,Not-in-family,White,Female,25,United-States,0,-1719
49,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,1,7688
26,Private,7,Never-married,Handlers-cleaners,Unmarried,White,Male,20,United-States,0,0
24,Private,10,Never-married,Adm-clerical,Own-child,White,Female,52,Other,0,3325
35,Private,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,1,0
57,Self-emp-inc,13,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,1,0
21,Private,7,Never-married,Priv-house-serv,Other-relative,White,Female,40,Mexico,0,0
29,Private,6,Never-married,Other-service,Own-child,Black,Female,32,United-States,0,0
20,Private,10,Never-married,Adm-clerical,Own-child,White,Female,25,United-States,0,0
39,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0
36,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,5013
40,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,United-States,1,99999
61,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,0
38,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,0,0
21,Private,9,Separated,Other-service,Own-child,White,Female,35,United-States,0,0
46,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,0
21,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,54,United-States,0,0
35,Self-emp-not-inc,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,50,United-States,0,0
38,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,0,0
28,Private,5,Never-married,Machine-op-inspct,Unmarried,Other,Male,40,Mexico,0,0
32,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0
46,Self-emp-not-inc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0
47,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,40,United-States,1,15024
44,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0
38,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,Other,0,3464
51,unknown,9,Married-spouse-absent,unknown,Not-in-family,White,Male,20,United-States,1,0
46,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,1,0
51,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,Other,1,15024
45,Private,16,Widowed,Prof-specialty,Unmarried,White,Male,40,Other,1,15020
44,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0,0
33,Private,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,0,0
18,Private,9,Never-married,Other-service,Own-child,White,Female,30,United-States,0,0
61,Self-emp-inc,15,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States,1,0
50,State-gov,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0
47,Federal-gov,9,Never-married,Machine-op-inspct,Own-child,Black,Male,40,United-States,0,0
53,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,60,United-States,0,0
39,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0
66,unknown,9,Married-civ-spouse,unknown,Husband,Black,Male,18,United-States,0,0
26,Private,7,Never-married,Farming-fishing,Not-in-family,White,Male,50,United-States,0,0
41,Private,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Mexico,0,0
47,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0
31,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,40,United-States,0,0
52,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0
29,Private,12,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1,0
43,Private,5,Separated,Handlers-cleaners,Unmarried,Black,Female,50,United-States,0,0
42,Federal-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0
35,Private,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,30,United-States,0,0
41,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,2885
34,Private,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1,7298
52,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0
61,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0
39,Local-gov,9,Separated,Exec-managerial,Unmarried,White,Male,40,United-States,0,0
46,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,7688
39,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,0,0
22,Private,10,Never-married,Other-service,Not-in-family,White,Male,50,United-States,0,0
30,State-gov,9,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0
40,Private,11,Divorced,Other-service,Not-in-family,White,Female,32,United-States,0,0
43,Private,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,40,United-States,0,3325
37,Private,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,36,Mexico,0,0
23,Private,12,Never-married,Other-service,Own-child,White,Male,20,United-States,0,0
39,Local-gov,12,Divorced,Prof-specialty,Not-in-family,White,Male,59,United-States,0,0
54,Private,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0
46,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0,0
20,Private,10,Never-married,Transport-moving,Own-child,White,Female,40,United-States,0,0
50,Self-emp-not-inc,13,Married-civ-spouse,Tech-support,Wife,White,Female,50,United-States,1,0
37,Private,9,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0,0
53,Private,9,Divorced,Other-service,Not-in-family,White,Female,38,United-States,0,0
63,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,32,United-States,0,0
53,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1,0
40,unknown,13,Divorced,unknown,Not-in-family,White,Female,50,United-States,0,0
23,Self-emp-inc,10,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,0,0
20,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,43,United-States,0,0
46,Private,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,1,0
28,Private,6,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Male,40,Mexico,0,0
59,Private,14,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States,0,0
33,Private,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico,0,0
56,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Other,0,0
50,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,55,Other,1,15024
31,Local-gov,13,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,0,0
41,Private,11,Divorced,Sales,Own-child,White,Male,50,United-States,0,0
38,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1,7688
25,State-gov,12,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,0
18,unknown,9,Never-married,unknown,Other-relative,Other,Female,12,United-States,0,0
49,Local-gov,13,Divorced,Prof-specialty,Unmarried,Black,Female,40,United-States,0,0
39,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0,0
22,unknown,10,Never-married,unknown,Own-child,White,Female,20,United-States,0,0
21,Private,10,Never-married,Prof-specialty,Own-child,White,Female,25,United-States,0,0
35,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0
21,unknown,9,Never-married,unknown,Unmarried,White,Female,40,United-States,0,0
55,Private,4,Widowed,Other-service,Unmarried,White,Female,20,unknown,0,0
31,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,55,United-States,0,0
18,Self-emp-inc,7,Never-married,Prof-specialty,Own-child,White,Male,20,United-States,0,0
31,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,1,7298
25,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0,0
39,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1,0
50,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0
38,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,United-States,1,0
50,Private,10,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0,0
63,Private,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0
43,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Female,48,United-States,0,0
34,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0
18,Private,7,Never-married,Sales,Own-child,White,Male,35,United-States,0,0
46,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,1,4386
35,Private,13,Never-married,Sales,Unmarried,White,Female,40,United-States,1,0
46,State-gov,14,Never-married,Exec-managerial,Not-in-family,White,Female,38,United-States,0,0
59,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1,7298
31,Private,4,Never-married,Handlers-cleaners,Not-in-family,White,Female,30,Other,0,0
27,Private,9,Divorced,Sales,Unmarried,White,Female,37,United-States,0,0
41,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Other,0,0
42,Private,9,Never-married,Craft-repair,Own-child,Black,Male,40,unknown,0,0
55,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0
34,unknown,9,Never-married,unknown,Not-in-family,Black,Female,40,United-States,0,0
44,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0,0
26,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,0,-1669
36,Private,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1,0
69,Private,5,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States,0,1424
33,Private,10,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,0,0
35,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,16,United-States,1,0
25,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,1,0
21,Private,10,Never-married,Other-service,Own-child,Black,Male,40,unknown,0,0
18,Private,7,Never-married,Other-service,Other-relative,Black,Male,15,United-States,0,0
35,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,1,0
20,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,0,0
26,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,5013
46,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,0
31,Private,13,Never-married,Prof-specialty,Unmarried,White,Female,36,United-States,0,0
40,Private,15,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,1,5178
40,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,52,United-States,0,-625
32,Self-emp-not-inc,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0
23,Self-emp-not-inc,10,Divorced,Adm-clerical,Own-child,White,Male,40,United-States,0,0
25,Local-gov,14,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,0,0
37,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0,0
55,Private,9,Widowed,Sales,Not-in-family,White,Female,38,United-States,0,0
52,Private,5,Divorced,Craft-repair,Unmarried,White,Female,40,Other,0,0
37,Private,10,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,1,0
39,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,45,United-States,0,0
62,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,1,0
47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,1,0
51,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1,0
55,Private,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,0,0
59,Federal-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States,0,0
45,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Husband,White,Male,65,United-States,0,0
52,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1,15024
21,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,0,0
31,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,55,United-States,0,0
24,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,0
47,Private,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,0,0
46,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1,0
32,unknown,9,Divorced,unknown,Unmarried,White,Female,28,United-States,0,0
34,Private,6,Never-married,Farming-fishing,Not-in-family,White,Male,44,unknown,0,0
63,Private,8,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Other,0,0
18,Private,9,Never-married,Other-service,Other-relative,Black,Male,36,United-States,0,0
49,State-gov,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0
70,Self-emp-not-inc,9,Widowed,Adm-clerical,Not-in-family,White,Female,20,United-States,0,0
36,Self-emp-inc,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0
36,Private,14,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1,0
46,Private,13,Never-married,Sales,Not-in-family,White,Female,35,United-States,0,0
43,Local-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1,-1902
39,Local-gov,13,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,0,0
29,Private,10,Separated,Sales,Not-in-family,White,Female,40,United-States,0,0
23,Private,9,Never-married,Handlers-cleaners,Own-child,Black,Female,16,United-States,0,0
57,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,0,0
38,Self-emp-not-inc,9,Never-married,Sales,Unmarried,Black,Female,42,United-States,0,0
39,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0
24,Private,10,Never-married,Sales,Not-in-family,Black,Male,40,Other,0,0
56,Private,14,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,1,-1977
39,Private,8,Divorced,Sales,Not-in-family,White,Female,40,United-States,0,0
23,Private,11,Never-married,Sales,Unmarried,White,Female,60,United-States,0,0
18,unknown,7,Never-married,unknown,Not-in-family,Other,Female,20,United-States,0,0
67,Self-emp-not-inc,9,Divorced,Exec-managerial,Not-in-family,White,Female,16,United-States,0,3273
41,Private,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,50,United-States,0,0
24,Local-gov,13,Never-married,Prof-specialty,Own-child,White,Female,50,United-States,0,0
51,Private,13,Divorced,Exec-managerial,Not-in-family,Black,Male,40,United-States,1,10520
30,Self-emp-inc,9,Divorced,Other-service,Not-in-family,White,Female,60,United-States,0,0
47,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,1,15024
56,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,32,United-States,0,0
51,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,38,United-States,0,0
57,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0,0
34,Private,10,Divorced,Other-service,Unmarried,White,Female,40,United-States,0,0
57,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0
23,Private,9,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0,0
35,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0,0
58,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,52,United-States,0,0
19,unknown,9,Never-married,unknown,Own-child,White,Female,12,United-States,0,1055
19,unknown,4,Never-married,unknown,Not-in-family,White,Male,40,Mexico,0,0
68,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1,-2377
43,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,-1902
53,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1,7688
37,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,80,United-States,1,0
21,unknown,13,Never-married,unknown,Not-in-family,Asian-Pac-Islander,Male,25,unknown,0,0
31,Private,10,Married-spouse-absent,Transport-moving,Unmarried,White,Male,50,United-States,0,0
29,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,0
43,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1,-1887
27,Private,15,Never-married,Prof-specialty,Not-in-family,White,Female,65,United-States,1,0
25,Self-emp-not-inc,9,Never-married,Other-service,Other-relative,White,Male,32,United-States,0,0
28,Private,9,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0
54,Private,9,Divorced,Sales,Unmarried,White,Female,35,United-States,0,0
70,unknown,10,Widowed,unknown,Not-in-family,White,Female,12,United-States,0,0
31,Local-gov,10,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,32,United-States,0,0
23,Private,10,Never-married,Tech-support,Not-in-family,White,Male,48,United-States,0,0
19,Private,13,Never-married,Prof-specialty,Own-child,White,Female,30,United-States,0,0
39,unknown,1,Widowed,unknown,Not-in-family,White,Female,20,Other,0,0
61,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,40,United-States,0,22040
59,unknown,9,Married-civ-spouse,unknown,Wife,White,Female,40,United-States,1,7688
27,Self-emp-inc,11,Married-civ-spouse,Other-service,Wife,White,Female,36,United-States,1,0
19,Private,10,Never-married,Adm-clerical,Own-child,Black,Female,20,United-States,0,0
23,unknown,9,Never-married,unknown,Own-child,White,Male,40,United-States,0,0
25,Local-gov,9,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,35,United-States,0,0
40,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,48,United-States,1,0
53,Private,7,Divorced,Other-service,Not-in-family,White,Female,37,United-States,0,0
32,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,0,0
70,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,1,-2392
18,Private,6,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,20,United-States,0,1055
70,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,16,Other,0,0
41,Self-emp-not-inc,10,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,0,0
23,Private,10,Never-married,Machine-op-inspct,Own-child,Black,Female,20,Other,0,0
23,Private,9,Never-married,Prof-specialty,Not-in-family,White,Female,40,Other,0,0
65,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,15,United-States,0,0
45,Self-emp-inc,9,Married-civ-spouse,Sales,Wife,White,Female,50,United-States,0,0
52,Federal-gov,13,Married-civ-spouse,Tech-support,Husband,Black,Male,40,United-States,1,7688
24,Local-gov,13,Never-married,Adm-clerical,Own-child,Black,Female,27,United-States,0,0
30,Private,10,Divorced,Tech-support,Own-child,White,Female,40,United-States,0,0
37,Self-emp-not-inc,9,Divorced,Farming-fishing,Unmarried,White,Male,56,United-States,0,0
18,Private,9,Never-married,Other-service,Own-child,White,Male,40,United-States,0,0
52,Private,9,Separated,Adm-clerical,Other-relative,White,Female,40,United-States,0,0
63,Private,13,Never-married,Sales,Not-in-family,White,Male,27,United-States,0,0
27,Private,9,Never-married,Priv-house-serv,Not-in-family,White,Female,60,United-States,0,0
31,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0,3137
70,Self-emp-not-inc,9,Widowed,Adm-clerical,Not-in-family,White,Female,35,United-States,0,0
44,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,38,United-States,0,0
22,Private,13,Never-married,Exec-managerial,Other-relative,White,Female,20,United-States,0,0
32,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,0,-1485
30,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0,0
70,Private,4,Widowed,Protective-serv,Not-in-family,White,Female,12,United-States,0,0
26,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,40,United-States,0,0
45,Private,8,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,unknown,0,0
32,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0
22,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0,0
39,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1,-1848
63,Self-emp-not-inc,13,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,0,0
23,Private,12,Never-married,Transport-moving,Unmarried,White,Female,40,United-States,0,0
61,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0
31,State-gov,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0
25,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,0,0
33,Private,9,Never-married,Other-service,Own-child,White,Female,40,United-States,0,1055
39,Private,9,Married-civ-spouse,Sales,Wife,White,Female,36,United-States,0,0
53,Private,13,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,Other,0,0
26,Federal-gov,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0
21,Private,10,Never-married,Other-service,Own-child,White,Male,32,United-States,0,0
18,Private,9,Never-married,Adm-clerical,Own-child,Black,Male,40,United-States,0,0
44,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,1,7688
31,Private,9,Divorced,Craft-repair,Own-child,White,Male,50,United-States,0,0
44,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1,0
42,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1,-1902
43,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,Mexico,0,0
33,Private,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,38,United-States,1,7688
21,Private,10,Never-married,Sales,Own-child,Black,Female,30,United-States,0,0
30,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,1,0
55,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0,0
57,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0
37,Private,9,Never-married,Farming-fishing,Not-in-family,White,Male,50,United-States,0,0
62,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1,0
31,Self-emp-not-inc,13,Never-married,Sales,Not-in-family,Black,Male,40,United-States,1,0
51,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Other,1,0
37,Private,14,Divorced,Exec-managerial,Unmarried,White,Female,45,United-States,0,-213
45,Private,3,Married-civ-spouse,Transport-moving,Husband,White,Male,38,Mexico,0,0
47,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0
31,unknown,9,Divorced,unknown,Own-child,White,Male,75,United-States,0,0
70,Self-emp-not-inc,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,United-States,0,0
43,Private,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,50,United-States,0,0
39,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,60,Other,1,7688
27,Private,3,Never-married,Handlers-cleaners,Other-relative,White,Male,40,Other,0,0
44,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,40,United-States,0,0
53,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,35,United-States,1,0
40,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,0
33,Private,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,Other,0,0
38,Private,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50,United-States,0,0
48,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,35,United-States,0,0
46,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0
35,Self-emp-not-inc,9,Never-married,Other-service,Other-relative,White,Female,30,United-States,0,0
24,Private,4,Never-married,Handlers-cleaners,Other-relative,White,Male,40,Mexico,0,0
30,Private,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,50,United-States,0,0
70,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,United-States,0,0
26,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,44,United-States,0,0
34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,-1672
70,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,5,United-States,0,0
37,Local-gov,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,0
36,Self-emp-not-inc,10,Divorced,Sales,Unmarried,White,Female,35,United-States,0,0
23,Private,5,Never-married,Machine-op-inspct,Other-relative,White,Female,40,Mexico,0,0
28,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,-1628
44,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0
58,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,30,United-States,0,3325
53,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,0
23,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,0
26,Private,9,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,0,0
21,unknown,10,Married-civ-spouse,unknown,Husband,White,Male,40,United-States,0,0
34,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,0,0
43,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0
41,Private,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,50,United-States,1,7298
36,Private,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Other,0,0
41,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,United-States,0,-1740
27,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0,4416
27,Private,11,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,0,0
41,Private,9,Divorced,Protective-serv,Own-child,White,Male,40,United-States,0,0
32,Private,13,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,40,Other,1,0
21,Private,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,20,United-States,0,0
44,Private,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50,United-States,1,0
29,Private,13,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0,0
19,Self-emp-not-inc,10,Never-married,Other-service,Own-child,White,Female,22,United-States,0,0
